0.01 15 15 2 1 0
0.05 15 15 1 1 0
0.0555556 15 15 1 1 0
0.0955556 15 15 2 1 0
0.145556 15 15 2 1 0
0.195556 15 15 2 1 0
0.245556 15 15 2 1 0
0.295556 15 15 2 1 0
0.345556 15 15 2 1 0
0.395556 15 15 2 1 0
0.445556 15 15 2 1 0
0.495556 15 15 2 1 0
0.545556 15 15 2 1 0
0.595556 15 15 2 1 0
0.645556 15 15 2 1 0
0.695556 15 15 2 1 0
0.745556 15 15 2 1 0
0.795556 15 15 2 1 0
0.845556 15 15 2 1 0
0.895556 15 15 2 1 0
0.945556 15 15 2 1 0
0.995556 15 15 2 1 0
1.04556 15 15 2 1 0
1.09556 15 15 2 1 0
1.14556 15 15 2 1 0
1.19556 15 15 2 1 0
1.24556 15 15 2 1 0
1.29556 15 15 2 1 0
1.34556 15 15 2 1 0
1.39556 15 15 2 1 0
1.44556 15 15 2 1 0
1.49556 15 15 2 1 0
1.54556 15 15 2 1 0
1.59556 15 15 2 1 0
1.64556 15 15 2 1 0
1.69556 15 15 2 1 0
1.74556 15 15 2 1 0
1.79556 15 15 2 1 0
1.84556 15 15 2 1 0
1.89556 15 15 2 1 0
1.94556 15 15 2 1 0
1.99556 15 15 2 1 0
2.04556 15 15 2 1 0
0.0555556 15 15 2 2 0
0.0555556 15.0172 15.0172 2 2 0
0.0555238 15.0343 15.0343 2 2 0
0.0554923 15.0687 15.0687 2 2 0
0.055453 15.1116 15.1116 2 2 0
0.055414 15.1545 15.1545 2 2 0
0.0553752 15.1974 15.1974 2 2 0
0.0553366 15.2403 15.2403 2 2 0
0.0552982 15.2832 15.2832 2 2 0
0.0552601 15.326 15.326 2 2 0
0.0552222 15.3689 15.3689 2 2 0
0.0551845 15.4118 15.4118 2 2 0
0.055147 15.4546 15.4546 2 2 0
0.0551097 15.4974 15.4974 2 2 0
0.0550727 15.5403 15.5403 2 2 0
0.0550359 15.5831 15.5831 2 2 0
0.0549992 15.6259 15.6259 2 2 0
0.0549628 15.6687 15.6687 2 2 0
0.0549266 15.7115 15.7115 2 2 0
0.0548905 15.7543 15.7543 2 2 0
0.0548547 15.7971 15.7971 2 2 0
0.0548191 15.8399 15.8399 2 2 0
0.0547837 15.8827 15.8827 2 2 0
0.0547485 15.9254 15.9254 2 2 0
0.0547134 15.9682 15.9682 2 2 0
0.0546786 16.0109 16.0109 2 2 0
0.054644 16.0537 16.0537 2 2 0
0.0546095 16.0964 16.0964 2 2 0
0.0545752 16.1391 16.1391 2 2 0
0.0545412 16.1819 16.1819 2 2 0
0.0545073 16.2246 16.2246 2 2 0
0.0544736 16.2673 16.2673 2 2 0
0.05444 16.31 16.31 2 2 0
0.0544067 16.3527 16.3527 2 2 0
0.0543735 16.3954 16.3954 2 2 0
0.0543405 16.438 16.438 2 2 0
0.0543077 16.4807 16.4807 2 2 0
0.0542751 16.5234 16.5234 2 2 0
0.0542426 16.566 16.566 2 2 0
0.0542103 16.6087 16.6087 2 2 0
0.0541782 16.6513 16.6513 2 2 0
0.0541462 16.694 16.694 2 2 0
0.0541144 16.7366 16.7366 2 2 0
0.0540828 16.7792 16.7792 2 2 0
0.0540514 16.8218 16.8218 2 2 0
0.0540201 16.8644 16.8644 2 2 0
0.053989 16.907 16.907 2 2 0
0.053958 16.9496 16.9496 2 2 0
0.0539272 16.9922 16.9922 2 2 0
0.0538965 17.0348 17.0348 2 2 0
0.053866 17.0774 17.0774 2 2 0
0.0538357 17.1199 17.1199 2 2 0
0.0538055 17.1625 17.1625 2 2 0
0.0537755 17.2051 17.2051 2 2 0
0.0537456 17.2476 17.2476 2 2 0
0.0537159 17.2901 17.2901 2 2 0
0.0536864 17.3327 17.3327 2 2 0
0.0536569 17.3752 17.3752 2 2 0
0.0536277 17.4177 17.4177 2 2 0
0.0535985 17.4602 17.4602 2 2 0
0.0535696 17.5028 17.5028 2 2 0
0.0535407 17.5453 17.5453 2 2 0
0.053512 17.5878 17.5878 2 2 0
0.0534835 17.6302 17.6302 2 2 0
0.0534551 17.6727 17.6727 2 2 0
0.0534268 17.7152 17.7152 2 2 0
0.0533987 17.7577 17.7577 2 2 0
0.0533707 17.8001 17.8001 2 2 0
0.0533428 17.8426 17.8426 2 2 0
0.0533151 17.8851 17.8851 2 2 0
0.0532875 17.9275 17.9275 2 2 0
0.0532601 17.9699 17.9699 2 2 0
0.0532328 18.0124 18.0124 2 2 0
0.0532056 18.0548 18.0548 2 2 0
0.0531786 18.0972 18.0972 2 2 0
0.0531516 18.1396 18.1396 2 2 0
0.0531249 18.1821 18.1821 2 2 0
0.0530982 18.2245 18.2245 2 2 0
0.0530717 18.2669 18.2669 2 2 0
0.0530453 18.3092 18.3092 2 2 0
0.053019 18.3516 18.3516 2 2 0
0.0529928 18.394 18.394 2 2 0
0.0529668 18.4364 18.4364 2 2 0
0.0529409 18.4788 18.4788 2 2 0
0.0529151 18.5211 18.5211 2 2 0
0.0528894 18.5635 18.5635 2 2 0
0.0528639 18.6058 18.6058 2 2 0
0.0528385 18.6482 18.6482 2 2 0
0.0528131 18.6905 18.6905 2 2 0
0.052788 18.7328 18.7328 2 2 0
0.0527629 18.7752 18.7752 2 2 0
0.0527379 18.8175 18.8175 2 2 0
0.0527131 18.8598 18.8598 2 2 0
0.0526884 18.9021 18.9021 2 2 0
0.0526637 18.9444 18.9444 2 2 0
0.0526392 18.9867 18.9867 2 2 0
0.0526149 19.029 19.029 2 2 0
0.0525906 19.0713 19.0713 2 2 0
0.0525664 19.1136 19.1136 2 2 0
