4.17914 1 1 2 2 3
4.17834 0.960009 0.960009 2 2 3
4.17767 0.920016 0.920016 2 2 3
4.17625 0.840033 0.840033 2 2 3
4.17341 0.680066 0.680066 2 2 3
4.16773 0.360131 0.360131 2 2 3
4.15887 -0.139766 -0.139766 2 2 3
4.15004 -0.639665 -0.639665 2 2 3
4.14123 -1.13956 -1.13956 2 2 3
4.13245 -1.63946 -1.63946 2 2 3
4.12368 -2.13936 -2.13936 2 2 3
4.11493 -2.63926 -2.63926 2 2 3
4.10621 -3.13916 -3.13916 2 2 3
4.0975 -3.63906 -3.63906 2 2 3
4.08881 -4.13896 -4.13896 2 2 3
4.08015 -4.63886 -4.63886 2 2 3
4.0715 -5.13876 -5.13876 2 2 3
4.06287 -5.63867 -5.63867 2 2 3
4.05427 -6.13857 -6.13857 2 2 3
4.04568 -6.63847 -6.63847 2 2 3
4.03711 -7.13837 -7.13837 2 2 3
4.02857 -7.63828 -7.63828 2 2 3
4.02004 -8.13818 -8.13818 2 2 3
4.01153 -8.63808 -8.63808 2 2 3
4.00304 -9.13799 -9.13799 2 2 3
3.99458 -9.63789 -9.63789 2 2 3
3.98613 -10.1378 -10.1378 2 2 3
3.9777 -10.6377 -10.6377 2 2 3
3.96929 -11.1376 -11.1376 2 2 3
3.9609 -11.6375 -11.6375 2 2 3
3.95253 -12.1374 -12.1374 2 2 3
3.94418 -12.6373 -12.6373 2 2 3
3.93584 -13.1372 -13.1372 2 2 3
3.92753 -13.6371 -13.6371 2 2 3
3.91924 -14.137 -14.137 2 2 3
3.91096 -14.6369 -14.6369 2 2 3
3.9027 -15.1369 -15.1369 2 2 3
3.89447 -15.6368 -15.6368 2 2 3
3.88625 -16.1367 -16.1367 2 2 3
3.87805 -16.6366 -16.6366 2 2 3
3.86987 -17.1365 -17.1365 2 2 3
3.86171 -17.6364 -17.6364 2 2 3
3.85357 -18.1363 -18.1363 2 2 3
3.84544 -18.6362 -18.6362 2 2 3
3.83734 -19.1361 -19.1361 2 2 3
3.82925 -19.636 -19.636 2 2 3
3.82118 -20.1359 -20.1359 2 2 3
3.81313 -20.6359 -20.6359 2 2 3
3.8051 -21.1358 -21.1358 2 2 3
3.79709 -21.6357 -21.6357 2 2 3
3.78909 -22.1356 -22.1356 2 2 3
3.78112 -22.6355 -22.6355 2 2 3
3.77316 -23.1354 -23.1354 2 2 3
3.76522 -23.6353 -23.6353 2 2 3
3.7573 -24.1352 -24.1352 2 2 3
3.7494 -24.6351 -24.6351 2 2 3
3.74151 -25.1351 -25.1351 2 2 3
3.73364 -25.635 -25.635 2 2 3
3.7258 -26.1349 -26.1349 2 2 3
3.71796 -26.6348 -26.6348 2 2 3
3.71015 -27.1347 -27.1347 2 2 3
3.70236 -27.6346 -27.6346 2 2 3
3.69458 -28.1345 -28.1345 2 2 3
3.68682 -28.6345 -28.6345 2 2 3
3.67908 -29.1344 -29.1344 2 2 3
3.67135 -29.6343 -29.6343 2 2 3
3.66365 -30.1342 -30.1342 2 2 3
3.65596 -30.6341 -30.6341 2 2 3
3.64829 -31.134 -31.134 2 2 3
3.64063 -31.634 -31.634 2 2 3
3.633 -32.1339 -32.1339 2 2 3
3.62538 -32.6338 -32.6338 2 2 3
3.61778 -33.1337 -33.1337 2 2 3
3.6102 -33.6336 -33.6336 2 2 3
3.60263 -34.1335 -34.1335 2 2 3
3.59508 -34.6335 -34.6335 2 2 3
3.58755 -35.1334 -35.1334 2 2 3
3.58003 -35.6333 -35.6333 2 2 3
3.57254 -36.1332 -36.1332 2 2 3
3.56505 -36.6331 -36.6331 2 2 3
3.55759 -37.133 -37.133 2 2 3
3.55014 -37.633 -37.633 2 2 3
3.54272 -38.1329 -38.1329 2 2 3
3.5353 -38.6328 -38.6328 2 2 3
3.52791 -39.1327 -39.1327 2 2 3
3.52053 -39.6326 -39.6326 2 2 3
3.51317 -40.1326 -40.1326 2 2 3
3.50582 -40.6325 -40.6325 2 2 3
3.49849 -41.1324 -41.1324 2 2 3
3.49118 -41.6323 -41.6323 2 2 3
3.48389 -42.1322 -42.1322 2 2 3
3.47661 -42.6322 -42.6322 2 2 3
3.46934 -43.1321 -43.1321 2 2 3
3.4621 -43.632 -43.632 2 2 3
3.45487 -44.1319 -44.1319 2 2 3
3.44766 -44.6319 -44.6319 2 2 3
3.44046 -45.1318 -45.1318 2 2 3
3.43328 -45.6317 -45.6317 2 2 3
3.42612 -46.1316 -46.1316 2 2 3
3.41897 -46.6315 -46.6315 2 2 3
3.41184 -47.1315 -47.1315 2 2 3
3.40472 -47.6314 -47.6314 2 2 3
3.39763 -48.1313 -48.1313 2 2 3
3.39054 -48.6312 -48.6312 2 2 3
3.38348 -49.1312 -49.1312 2 2 3
3.37643 -49.6311 -49.6311 2 2 3
3.36939 -50.131 -50.131 2 2 3
3.36237 -50.6309 -50.6309 2 2 3
3.35537 -51.1309 -51.1309 2 2 3
3.34838 -51.6308 -51.6308 2 2 3
3.34141 -52.1307 -52.1307 2 2 3
3.33446 -52.6306 -52.6306 2 2 3
3.32752 -53.1306 -53.1306 2 2 3
3.32059 -53.6305 -53.6305 2 2 3
3.31369 -54.1304 -54.1304 2 2 3
3.30679 -54.6303 -54.6303 2 2 3
3.29992 -55.1303 -55.1303 2 2 3
3.29306 -55.6302 -55.6302 2 2 3
3.28621 -56.1301 -56.1301 2 2 3
3.27938 -56.6301 -56.6301 2 2 3
3.27256 -57.13 -57.13 2 2 3
3.26576 -57.6299 -57.6299 2 2 3
3.25898 -58.1298 -58.1298 2 2 3
